content,sentiment
好的回答看见我,1
数据结构入门课程，讲解清晰，很照顾我这样的小白,1
战训结合，理论与实际并重，深入浅出，非常好。,1
值得学习！,1
两个月一节课不更新，一更新更新4章。第四章测验4月30号截止，截止日期过后才出。测验答案不知道什么格式，对了算错。作业一章20题，全是概念。就这还强制学习刷人数？质量高了需要这样吗？做成这样强制了有用吗？我真是服了。要是让我来做，我都不可能不确认测验答案就上线。我都不可能不考虑学生接受不接受，可不可能认真去做，就一股脑20多道大题目。我就不可能强制两个学院的学生参与这样的课程。讨论区反应情况，老师什么时候进行的回复？有多少回复了？别人的精品课程的速度呢？,0
这个老师讲的真的好，ppt做的太用心课。感谢,1
不知道在干嘛,0
老师讲解的太好了！,1
没啥意思哈,0
老师讲得很细很形象,1
我感觉教的很好,1
比较好，感觉适合我,1
简单实用，五星推荐。,1
NICE啊,1
收获了很多，视频讲解效果很好；但自我学习能力好有待加强，希望能够学得更好，将每个知识点都理解透彻,1
老师讲解的特别好,1
知识点讲的非常奥利给,1
很好，很容易听懂,1
总体还行学到了很多的东西,1
真的讲的很棒哦,1
收获很大，学习到了很多,1
我学到了好多,1
讲的很好，通俗易懂，但是不够深入。最主要的是戴耳机看视频有电流声，而且是很难以忍受的那种，希望能后期把电流声去掉。,0
老师讲得真的好，很清楚（我自己的老师讲得一言难尽）,1
郑旭玲老师，你好。我非常喜欢你，感觉你很漂亮又很温柔。,1
老师讲的很详细，多听两遍更好,1
为周强老师打call,1
讲课详细，认真负责,1
很多例子，讲得十分清楚，喜欢！,1
把背景音乐去掉，还有老师讲课过于死板,0
陈越老师的讲解，引人入胜！,1
非常不错啊,1
和我们平常上课学习的操作系统不太一样，课本结构，授课内容有区别，知识结构也不太一样，不过重要的地方都很相似,0
我的学习感受是好,1
讲的简单明了，十分通透,1
课讲的很好，对零基础也很友好，作业习题确实挺难的，但是弄懂了之后收获还是挺大的，总体来说很不错的。,1
课讲得不错！,1
感觉老师讲的东西太略啦,1
讲的太好了，都是学识很渊博。给老师们点赞！,1
老师上课感觉挺好的,1
总体还可以,1
非常喜欢老师的讲课，相比其他老师的讲课，这个更加有趣易懂。,1
感谢感谢非常好的课程,1
陈老师，何老师，我爱死你们了！！！！爱你爱你爱你！,1
很满意。讲的很细致。,1
讲课跟机器人一样太失望了,0
非常的好！,1
电子科大就是牛,1
获得很多新知识,1
老师课程讲解很好,1
讲得很好，不错,1
感觉讲得很好,1
不错的课程，很棒的老师,1
讲解得很详细,1
陈越老师的声音真好听,1
超级无敌非常nice,1
一看就是精心准备的课程，特别是宋丽丽老师讲的,1
哎，我太菜了,0
课程很精彩,1
好的复习资料,1
非常好这门课我非常喜欢,1
讲的很好很全面,1
解决了上课时还有疑惑的一些问题,1
满分！操作系统的正确打开方式，非常好的课程！！老师的课程真正将知识联系了起来，含金量相当高，一流水准！当然有一定难度，需要组成原理和汇编一定基础知识。（初学看了一遍汤子瀛的书之后只是有了一个轮廓，云里雾里，大部分国内书籍都是这样，不适合零基础入门自学）非常喜欢哈工大的计算机的课程，觉得是慕课上质量最高的系列了。老师声音很有魅力~谢谢老师！,1
很好吧，很向往的学校的课诶，在pta上面做题虽然过程很煎熬，但是做完了真的超级有成就感,1
听课经历非常好,1
可以的学习超级开心,1
HIT的课程最棒！,1
超级棒，两位老师讲解的非常清晰。配合实现课后习题，大有收获！,1
讲的非常好，辛苦老师了,1
老师你讲的比较深入，但是更新比较慢啊，我看其他同类型的都讲十几次啦,1
教学质量好，教学课件质量优秀,1
不错，,1
线上学习的方式极大方便了我对操作系统原理这门课程的学习。在整个课程的学习中，对苏老师的授课内容和对知识点的讲解方法以及对一些课程中的难点的剖析都非常满意。苏老师对一些难点的讲解总是循序渐进、深入浅出，这点我觉得很好，让我对这些比较难的知识点的影响更加深刻，也加快了我对这些知识点的理解。课程学习中，每一节课程都会有一两个关于当前讲授知识的小问题，也让我在学习过程中有了更多的思考，加深了我对知识的掌握。,1
老师教的很好，认真，细致！,1
讲的很深刻，但学起来可能要点基础。,1
感觉讲的有点过于简单了层次有点低了,0
真的超级棒，感谢有这个课程,1
课程很好，对一些基本的linux知识进行了详细的解释和示范,1
有点难，对于初学者不太合适,0
授课模式很喜欢，视频中有特意的暂停来引导思考，配套的练习题也恰到好处，赞！,1
这学期开了操作系统的课，老师推荐了慕课上李老师的课程作为辅导，看完以后感觉李老师将知识点归纳的很好，希望能让我学好这门课程,1
挺好的，有一定难度,1
棒，老师很棒,1
这网课是我喜欢的类型。,1
老师讲解有深度，易于理解，学习上手速度快,1
学习很方便,1
神课！绝对好评！不多解释！,1
对自身能力提升有很大帮助,1
"哇,太好了吧,超出预期",1
数据结构这门课程挺好的，让我学会了不少的数据结构，老师的讲解也非常的详细。在练习方面老师可以更加大力度，让我们能够编写更多更实用的程序。,1
学习了很多新的知识，教学模式也非常好，配有习题还有讲解，让我对mooc有了新的认识,1
内容很充实,1
老师救救孩子！,1
这个老师讲的很好,1
还不错！！,1
老师是讲的最棒的！喜欢喜欢,1
很不错，从算法结构中的时间与空间分析与各种算法的学习，是我更深刻的了解自己的所学。,1
学习到了很多的知识,1
课程体系完整，上课体验较好，偶尔网页会重复播放，双重存在，望改进,1
很给力。,1
很好用的课程，老师认真负责,1
哇！超出预期了这方面深入解析系统的教程很少，值得学习。,1
还可以可以看下,1
老师教学非常好，非常详细清晰,1
超级好好啊哈,1
讲的有趣明白，简单易懂；,1
"课程质量扎实,对于操作系统入门及思考,计算机系统的设计分析很有帮助",1
老师讲的通俗易懂，容易理解，感觉很好,1
新的领域，挑战一下自我！,1
视频讲解非常详细，一针见血。,1
真的非常好,1
老师您的课程结束了，还可以继续观看吗,1
周老师生动幽默有趣的教学方式让数据结构不那么难懂了，但希望多讲讲如何用java实现,1
还行，但还是不太明白,0
mooc还是很方便，可以随时看，随时停，自主调节进度。,1
很棒，帮助我们巩固知识，线上线下教学的结合让学生能够根据自己的实际情况进行有针对的学习，再也不怕因为课堂上没听懂而进行苦逼的自学了,1
讲得很不错,1
深入浅出，引导学生思考,1
受益匪浅，非常好,1
很方便，可以线上学习,1
纯理论的东西，能有点实物看看就可以了，或者是用程序讲解系统调用等的实现就可以了，电脑实际上是怎么实现这些机制的，还有现场到底是个什么东西。,1
老师超棒的好吗很负责平时上课的重点视频都给了满分好评！,1
学习数据结构很有用,1
测试题目难易适中,1
思路清晰言简意赅,1
课程讲的很仔细，很清楚,1
可以重新学习一遍,1
老师对于操作系统的讲解非常透彻，让我对操作系统的理解更深一步。非常感谢老师，五星推荐。,1
特别好，讲的特别清楚,1
在这里上课很方便，老师也讲的很好。,1
好课，收藏了,1
老师讲的很不错，就是本人基础差了些，要慢慢了解,0
内容覆盖率高，但讲得要是再深入点就好了,1
怪姥姥的课很好，期待下一次开课,1
ok不错的,1
课程很不错，让我对操作系统有了基本的认识，受益匪浅！感谢各位老师！,1
老师讲得炒鸡棒，逻辑清晰，节奏合理，情绪饱满，吸引兴趣，能学到很多东西，适合我们这些小白，实在是妙！,1
代码看不清楚，为什么要一直给全景和老师的特写，不能在讲代码的时候放图片吗，放全景看着模模糊糊的，希望能改一下，谢谢,0
课程都是以前录的吧,0
全是课件，没什么讲解,1
老师讲得很棒，通俗易懂,1
这课不错的，建议被评为国家精品,1
这门课很不错，让我学到了很多新的知识,1
收获很多，学到了很多知识,1
学到了许多啊,1
这个课真不错，让我学到很多东西,1
还好吧，没什么说的,1
老师讲得很细很全面！,1
深入浅出，系统结构的讲解了操作系统的底层思路。,1
很好，实属上乘,1
理解的更深了,1
非常不错，重点免费,1
内容丰富有趣,1
内容丰富，讲解细腻周到，通俗易懂。,1
难得看到有点儿难度的课,1
本科上过这个老师的课，超级棒,1
教的太好了,1
老师讲的很好，C语言实现，自己基础薄弱，学的也是Java，觉得课后题难度有点大,1
很详细，可以再配些题加深理解,1
数据结构这门网课非常好，老师循循善诱，将难以理解的内容讲述的通俗易懂，课后还留一个小问题供我思考，这极大的加深了我探索数据结构的兴趣。总之，我受益匪浅！,1
为什么老师总是知道我选了啥，我总感觉老师能看见我。尤其是有一道题，我选了这道题不科学（之前也有道题选项是这个，也是正确答案），然后老师说：不可能每道题都不科学，这道题还是很科学的。顿时有种老师在单独辅导我的感觉。,1
老师讲解的非常好，如果能多一些代码实例就更好了。,1
真的非常好用,1
很喜欢老师的授课风格。,1
孙老师授课内容充实逻辑性强，上课富有激情，是一位认真负责的好老师，膜拜中,1
学有所用，学有所以。,1
我觉得还挺不错的,1
精品级课程,1
我从这门课程中学到了知识,1
庄老师讲的通俗易懂，对于刚开始学习Linux这门课的我给予很大帮助！,1
老师讲解生动有趣，知识点很清晰，对我们的生活有帮助，能学到很多有用的知识。,1
知识体系很全面，还附带了实验课挺不错的，不过更多希望对课程内容的讲解可以多结合实际场景如windows和linux，通过实际简单应用中的感受，做到真正的融会贯通吧,1
这门课的课程内容很丰富，学到了很多的新知识,1
非常好的老师,1
课程结束，还请老师开放自主模式，便于查看就更好了,0
很喜欢这个老师的课，学到了很多东西,1
讲课方式没那么生动，扩展内容少,0
由于考研才看的视频，老师重在给与一种编程的思想，而不是一种应试,1
"老师全是读的,没有一点讲课的感觉",0
内容详细，知识丰富,1
经过这个学期的学习，感悟颇深，受益良多,1
课程内容实用,1
老师说的很棒,1
好，没问题,1
"操作系统应用(Windows)这门课程非常好,课程重点突出，授课条理清晰，认真负责，严谨，资料丰富，涉及资料十分广泛。授课资料通俗易懂。",1
好事讲课仔细，非常有条理，很喜欢老师讲课的方式。,1
对操作系统的学习有很大帮助,1
糟糕的体验,0
首次学习，很不错,1
很棒的，真不错,1
讲的不错，比那些只会读ppt的好多了，至少有动力看下去。,1
老师讲解到位，通俗易懂,1
为啥不能看了呀,0
深入浅出，化繁为简,1
很好的课程，讲解通俗易懂，容易理解，建议先看完C语言再看这个，和书籍一起看更好。,1
苏老师讲课非常细致，人也和蔼可亲。这门操作系统原理是我听过的网课中，最喜欢的一门课之一。我去年考研的专业课中就有操作系统原理，所以这门课不仅让我学习到了专业知识，也为我的考研打下了扎实基础。非常感谢这门课和苏老师！,1
可以，又让我学习到了新的知识,1
能学习到很多东西！,1
非常好，讲课认真，口齿清晰,1
非常的好，讲的细致,1
课程内容通俗易懂，老师讲课非常清晰，学到了很多。,1
可以，有用,1
什么时候出作业和考试啊？,1
课程内容丰富多彩，学的东西很实用，很受用,1
重新学习一遍,1
受益匪浅，备用终身,1
讲的挺好的，也很详细,1
很棒！支持姥姥！还要去考PAT！,1
太棒了！颜老师太牛了大家快去听课吧！,1
讲的很好很详细,1
听君一席话，胜读十年书,1
感觉老师讲的非常好，思路清晰且易于理解，比自己看课本要强很多。,1
常大yyds常大nb,1
浙大数构护我考研！,1
讲解思路清晰,1
很实用，不花里胡哨，能学到很多东西，教的也很细致，爆赞！！！,1
老师能不能开一下第一次的呀，迫不及待想听您讲课！,1
非常好的课程，老师都很认真，讲的很细,1
感觉浅显易懂，不缺少内容，能够把书上抽象的内容完美地展现出来，真的是很有收获的课程,1
虽然是线上教学，但老师讲的比线下还要详细，有什么不明白的问题，可以在提问，讨论区询问颜老师，颜老师当天就会回复，给颜老师点赞！,1
详略得当.,1
内容充实，讲解清楚,1
老师讲课很细致，就是考试和作业答案都有解析就好了。,1
讲的课干货满满，许多课堂上的思考题如果自己认真去想还是很有意思的,1
很棒，老师讲的很详细全面,1
感觉自己棒棒哒,1
挺好的一门课,1
真不错啊,1
收获很大，老师讲课也很幽默,1
不错，可以学习到实用知识,1
逻辑清晰，课件直接明了,1
内容充实而且丰富,1
清晰易懂，循序渐进，可以给高中生推广一下，早入门早了解，拓宽视野,1
本学期在SPOC环节增加了较多拓展阅读资料，大多与Linux内核或Linux源代码相关，希望同学们学有所得！,1
老师说的很好,1
学习非常快乐,1
网上学一遍，线下学一遍，学习变得轻松不少，还能相互映证巩固知识,1
特别好,1
感受不错很喜欢,1
挺不错的课程,1
通俗易懂，很有收获,1
课程非常好，提升自己的知识，老师非常认真,1
这个课程真好。对我来说很及时。,1
课程内容充实，老师讲的也非常好。,1
老师讲的很好，给人无限发散空间,1
老师讲课讲的特别好，还特别负责任，和蔼可亲，课堂气氛超级好爱了爱了。,1
有效复习,1
对于算法和时间复杂度这章的学习超级有帮助的,1
内容挺丰富,1
非常好体验感很棒,1
老师讲得特别好,1
庄老师讲的不错,1
老师讲课感觉很好啊,1
老师讲的很细致，编码易懂，赞一个,1
机械狗转程序员评价一发，数据结构应该是计算机专业最核心的课程之一了，姥姥讲得很好，对我很有帮助,1
很好的一门课程，在这里面学到了很多知识，谢谢老师辛苦的付出。,1
这是我听过的最好的数据结果的课程，学到很多东西,1
打好基础！加油！,1
这是一门好课,1
轻松玩转简单易懂很适合新手,1
老师讲的内容通俗易懂，很精彩！,1
学会了独立思考,1
不知道在哪个分类里面只能搜啊,1
老师根据知识结构的特点，重点突出，层次分明，将抽象的转换为具体的，易理解的，理论与实际问题进行结合，在具体的问题中理解算法，对我的帮助很大,1
直接好评！！！老师讲的栩栩如生的，活灵活现的，简直不要太棒,1
很好，课程PPT很好，内容丰富,1
让我更加深入的理解了计算机操作系统,1
讲的比较清楚,1
这还可以吧,1
片头太长，声音大，正课声音小。,0
课程教会了我基础的必须要掌握的重要命令，再加上在网上可以搜到的非常具体的命令，对我的学习还是有很大帮助的。,1
让碎片化的知识得到系统的回顾，加固知识基础体系,1
老师讲解细致耐心,1
这是一门比较好的课程，可以让我们了解到更多的知识，不错。,1
通过慕课，我在课余也可以学到很多知识。,1
很好，有感悟,1
有些课挺好的，有些还是有点水。有些过于浅显，有些过于深奥，有些刚刚好。取决于老师的方式了。,0
非常好的课程，点赞！,1
真的讲的超级好，和我们老师讲课方式不一样，这种讲透原理的方式更容易让我接受和理解，谢谢老师,1
虽然听不懂但是听得津津有味！一级棒,1
很棒，很喜欢老师的讲课,1
老师说的不好都听不懂,0
讲解详细全面。,1
课程不错，老师们都别来无恙啊,1
还是没学会,0
老师讲的非常棒，受益良多，赞！,1
超赞的课程！讲解的思路超级清晰，举例丰富精彩，感觉很多课程都能学到很多，精简有效。,1
老师课讲得很棒,1
挺不错的，就是跟我学校教的不一样,1
让我学到了很多,1
学到了知识,1
"大赞,太棒了吧。",1
还不错真的,1
快速理解Linux系统，重点突出,1
更加理解内容,1
真的还不错,1
老师，能不能开放去年的课呀，马上就要升本考试了，来不及了，你讲得最简单易懂了。救救孩子吧,0
教师授课内容清楚，条理清晰，对我的学习有很大帮助,1
还可以吧学到了很多新知识,1
这课非常的好,1
讲课很清晰，老师讲的也很有趣,1
特别棒的老师,1
很好可以学的,1
老师的课程非常好,1
感觉很有意思，蛮期待的,1
老师的讲解深入浅出，通俗易懂。能够将知识点之间的联系抽象出来，很不错的linux课程。,1
老师讲课非常详细，收获很大！,1
特别有用，挺好的,1
内容讲解清晰，授课知识范围广，难度适中，适合初学者开始接触数据结构与算法部分，为未来深入的学习打下基础。,1
适合像我这样的初学者，讲得很细致，谢谢老师不是精品课程不科学,1
有的错误本来是可以避免的，但是因为自己不确定，所以失去分数,0
这是一门非常不错的关于操作系统的基础课程，非常好,1
非常好，超赞,1
课程太过简短了，当然你也可以说学生应该学会课后自学，但如果大部分都要自学的话就不用这个课程，而且那个男的老师，说话口齿不太清楚，不仅口吃不清，完全就是念ppt，居然还是国家精品？,0
可以，不错，会推广,1
教师答疑区没教师答疑！单元测验的单选题有两个一样的答案！填空题有多个空，第一章用顿号隔开，第二章用空格隔开，真恶心！要不是淮阴工学院的一个计算机院的老师调到我们学校强制我们学你们学校的课程，我估计就只剩你们学校的几个计算机院的学生学了。以前对淮阴工学院没什么印象，现在印象太深了！菜！恶心！题目一点都不严谨，上网抄几个题目放上去！做题目越做越恶心！淮阴工学院牛逼！！！,0
讲解比较细致吧,1
收获良多！,1
讲的很详细，也很又意思。,1
数据结构资源，老师相当好,1
老师讲的很好，就是编程题有点难。,1
手机app软件待优化,0
讲的很好，对学习帮助很大,1
北大的教学团队是我目前遇见过最负责，对学生最好的教学团队，每次遇到不会的问题向老师请教，老师都会完美的耐心的孜孜不倦的给我们解答。遇到大家都不会的知识点时，老师会换一些比较有趣的例子来给我们从另一个方面来讲，受益颇深。虽然课程比较难，课下作业较多，但很充实，能够学到很多平常根本不会学到的东西。最让我印象深刻的是，在上第一节课的时候，相互都不认识，但张明老师通过一个简单的小例子让我们哈哈大笑。我作为一名北大教学团队教授的学生之一，我感到很荣幸。,1
学到了知识,1
内容由浅入深，老师讲的很详细，也很深入。很多地方自己看书觉得很零散，看过视屏后思维清晰了很多。课后的实验也能够帮助理解。,1
很好的一个平台,1
从另一个方面认识c语言的魅力,1
不错的呀,1
真不错，让我的编程能力加深了,1
课程中的示例举得很经典很有代表性，很好的数据结构与算法入门课程,1
优秀的老师,1
课程很好。,1
舒服啊,1
老师讲的很清晰！,1
我认为此门课程的优点有如下几点：1、课程知识点细分合理。2、时间安排合理。3、提供视频课件文档。4、设有小白专区。5、设有小测试。6、提供程序代码。7、设有讨论区。,1
老师讲额东西很容易理解,1
老师教的真的很好，简单的讲的透彻，难的讲的通俗易懂,1
感觉还行吧,0
对我这种OIer太好了,1
老师讲的太好了，知识点也非常全面，感谢！,1
老师非常好,1
觉得知识很有用,1
很好nice讲的很清楚看视频可以查漏补缺便于学习非常方便随时随地可以学习,1
还可以提升,1
很棒，老师讲的很好,1
课程很喜欢,1
课程很好有用,1
老师讲的很好，很仔细！棒棒的！,1
老师讲的很清楚，听力来也不费劲,1
挺好的。,1
我想知道什么时候考试拿证,1
知识点讲解的很细致，棒！,1
很好，很不错，要是能把第一章测试再开一下就更好了,1
老师很漂亮哇，讲的很透彻！,1
老师讲的详细周到，题目有针对性，很适合学生学好数据结构,1
操作系统应用（Windows）这门课程非常好，课程重点突出，授课条理清晰，认真负责，严谨，资料丰富，涉及资料十分广泛。授课资料通俗易懂。老师的教学效果极佳，可以使同学在领略知识魅力的同时提高自己实际技能。教师教课内容广大博深，高质量，高效率。教课内容新颖，独特，有个性。,1
"这门课的确不错,但是感觉课后编程题挺有难度的,像我把算法笔记看了一遍,然后再来做这些题目,还是挺吃力的,一道编程题一般需要半天,才能自己动手写完,不好的话还可能要1天来研究各种东西来完成作业",1
挺好的，浅显易懂，感觉很有收获。,1
老师讲课非常细致,1
老师讲的很形象很不错,1
很好，值得推荐,1
很好很细致的课程，nice,1
很好，了解基础知识了。,1
老师讲的挺细致的,1
非常好，学到了很多知识,1
课程内容还行,1
老师挺幽默的，能把这么枯燥的理论内容讲得很生动实在不容易,1
好好学习吧，讲得很好,1
这个老师给我的感觉基本就是照本宣科，说实话还没有培训机构的网课老师讲得好（个人感觉不喜勿喷）。概念偏多，很多诸如指针链表之类的解释也是模糊不清，相较来说不易理解。可能是老师在镜头前过于紧张吧，没有发挥出海大相应的实力。总体来讲，不推荐。,0
有一说一可以的,1
"通过0天学习基本掌握了linux在虚拟机下的安装方法,谢谢老师!",1
非常不错，授之以渔！,1
求开课！谢谢谢谢,1
好课好课！！,1
让我更加了解操作系统,1
老师讲课通俗易懂，而且对于所讲内容有自己独到的见解，例如关于AVL树讲解就即全面又要言不烦。在讨论区提出问题都得到老师认真细致的解答。本课程虽然内容不是同类课程中最多，但是课后有一些思考题感觉还是颇有难度。,1
就是陈斌老师的脑残粉，不接受任何反驳，太有趣的一个老师啦,1
非常详细啊,1
学习了数据结构，开阔了眼界,1
充实学习点很多,1
姥姥nb,1
讲的很到位,1
很好学到了很多东西,1
很好，非常感谢,1
妙啊，真不错,1
很好，讲解简洁干练,1
其实啊，数据结构比较难，前面的课似乎在念PPT。你要看到后面。好好学习。,1
老师授课模块分明，从存储，算法，和复杂度角度，认真解释每个存储结构，以及每种解决算法，予人良多，令人受益匪浅，非常感谢,1
老师对待教学认真负责，语言生动，条理清晰，对待学生严格要求，能够鼓励学生踊跃发言，使课堂气氛比较热烈,1
风格平实，讲解细致，在课程的安排上系统而又详尽,1
老师讲解很细致,1
老师讲的特别好，代码理解更透彻了呢,1
不听陈姥姥的数据结构，永远不知道自己有多菜,1
老师讲的很详细很有逻辑,1
很不错，学到了很多知识,1
这个老师的课讲的好好，非常棒。,1
这两个老师确实讲的挺好的，仔细又细心,1
这个课程很好,1
超级棒，老师讲的很好,1
老师讲的还不如自己看PPT,0
老师讲的很棒，诙谐幽默，深入浅出，很有代入感非常接地气的老师,1
最后20天才进来学没完成作业现在继续看视频就是不能考试了。老师讲得层次分明，思路清晰，适合初学者学习。,1
简直是交大计算机的清流,1
老师上课很有亲和力。,1
老师讲的很细致，很权威。,1
老师声音实在是好小啊，能不能调大些,1
非常不错的,1
感觉是背书,1
很棒的课程，学到了很多,1
不错的，要是有进阶习题就好了,1
PPT有些错误，学习的时候千万记得对着书看。,0
资料非常丰富，习题有针对性，受益匪浅,1
一看就是老教授，经验丰富,1
内容详细，课程贴近我们的生活，老师讲的很好,1
第三章就是在读PPT。。,0
超级好的数据结构课程！,1
姥姥的rap:pushpushpoppop,1
很好很棒帮助很大,1
真不戳，听北大的课真不戳,1
内容很丰富，老师讲的很棒！,1
操作系统技术这门课个人觉得非常不错，通俗易懂，课件也非常的好，对我的学习非常有帮助。,1
特别的优秀,1
在里面学习了非常多的知识,1
逻辑清晰知识点详细,1
老师讲得非常清晰！,1
非常好的课程,1
非常好，学习了很多,1
如果仅仅只有能熟练写代码，而无算法类基础，第一遍自己听课独立完成作业一周8小时应该是远远不够的。我觉得应该想办法尽量去跟上这门课，去认真完成每一道pta课后习题，在这个的基础上再去阅读下其他的经典的数据结构、算法教材，从不同的角度去形成自己的理解，纠正之前的一些错误的想法。课程中有疏漏的内容，也有错误，可以说任何经典的教材都有。不能觉得通过完成这一门课程的内容就觉得自己真的学好了数据结构。这门课老师的课程内容安排，选择都是很合理的，而且语言也是平易近人,1
讲得太好了,1
老师讲的都可以听懂,1
简洁明了，入门宝典,1
通俗易懂，是一份优秀的网课,1
姥姥出品，必属精品。不多说了，老老实实刷pta去。,1
好很好的啊,1
老师讲课生动形象，每个知识点都特别透彻，点赞！,1
课程安排合理。练习紧跟课件。,1
好，收获满满,1
非常不错哇,1
虽然有些难度，但是很喜欢。,1
老师讲的非常好，深入浅出，每章结束配合单元测试以及作业更好的提升我们，也有助于我们了解自己对章节内容的掌握程度,1
学习良多，启示良久,1
觉得还不错,1
非常好，视频也很清楚,1
老师说的很棒可惜速度有点快有些跟不上希望考试能考好,1
为什么正确答案都显示不对,0
讲的很透彻,1
老师好，我是科技学院的，这个课很棒棒哦,1
很好没有意见,1
太好太好了！！,1
太棒了，慕课老师说话又好听，讲得也精彩，学不会不存在的，这辈子都爱学习了,1
操作知识全面,1
虽然有时候会难以理解，但不得不否认，应该归咎为我太菜了。这门课超级好啊。,1
课程非常有趣，易懂,1
学习资源丰富，老师讲的很好，让学生容易接受！,1
非常好的课程，老师水平相当高，可惜很快就结束了。,1
内容详细，老师的讲解也很到位,1
进行了第一章的学习，感觉老师将的非常认真、细致，收获非常大！,1
学习使人进步，是低成本高回报的典范,1
老师快更新呀！,0
"这个授课,讲的都是精髓,容易理解",1
基本掌握算法评判规则,1
让我认识到更多的算法,1
就感觉特别好,1
为什么不给出主函数的调用啊就给函数这些东西哪本书没有。,0
讲解和实例结合，非常适合自学，感谢老师！,1
我们学校老师上的操作系统有点无聊，我来试试网课,0
内容清晰明了，学着很快，老师讲的很好很好很好很好,1
学到了很多!,1
非常满意啊,1
不怎么样，找不到重点,1
老师好可爱，嘤嘤嘤,1
十分满意！,1
很棒老师讲的很好,1
老师讲的简洁易懂，并且教会我一题多解,1
很不错我觉得这是一个很良心的平台,1
老师的声音很大很好。字幕组还要继续工作，有些字幕没有。摄像应多把镜头给投影而不是教师，摄影导致很多信息一闪而过,0
陈越姥姥讲的非常好,1
老师讲的很详细，方便理解,1
继续努力啊,1
讲的有点懵逼,0
有的课程没声音啊,0
浙大的老师还是有水平！,1
很好、很棒的一门课程。,1
我觉得讲得还可以，不比厦门大学的数据结构差，虽然厦门大学的课讲得也不错，但厦门大学的课程我感觉代码不全，所以我又找别的课程,1
amazing,1
很棒很好很喜欢,1
能引导学生对数据结构有更深的理解,1
理论性太强，,0
非常棒的课程，讲解清晰，课程安排合理，可以考虑多加点非编程类练习题。,1
内容很详细，测试太多了,0
江老师组织的课堂内容很丰富，而王虎老师的讲课风格很舒服，超赞的课程！！！,1
很好很好很好很好,1
好就一个字,1
老师特别耐心，很好的课程。,1
非常非常非常好！,1
不知到为什么不符合申请证书的标准,0
感觉受益匪浅·，学到了很多东西,1
非常感谢老师的讲解！！受益匪浅,1
对比了这么多优秀大学的数据结构网课，还是姥姥的课讲得即清楚又有挑战度，太完美了。,1
在第二周2.1课程的课件中说错了，9不是素数！,0
我从这个中国大学慕课中学到了很多的知识，我很喜欢中国大学慕课平台,1
课程组织非常精炼巧妙，深入浅出，思路清晰，环节紧凑，重难点突出，设计合理，每个人都能积极的参与到课堂中，课堂效果较好。精心设计课堂练习，体现趣味性和层次性。老师在教学新知时循循善诱，让学生学习起来毫不费力，分发挥了学生的主动性,1
还不错感觉,1
优秀，老师太优秀了,1
由浅入深，容易学习。,1
讲解非常详细,1
内容讲解细致，老师很帅,1
一直看这门课程，老师们讲解的都很浅显易懂，容易理解。,1
这门课加入了很多二次元的元素。,1
侧重点在哪？,0
不可多得的好课，通俗易懂，深入浅出,1
课程还是很好的，可以提高自己的知识面,1
非常棒！受益匪浅,1
深入浅出!,1
讲得很好，深受启发。,1
老师们讲课很认真，受益匪浅。,1
很不错的，让我学到了跟多,1
学完这个学科感觉对本专业有了更深层次的认识,1
这门课的确讲得非常好，习题的难度也设置的非常合理，受益很多,1
结合学校的课程学习效果不错,1
讲的很清楚，实验对我来说时间比较紧张，不过还好不一定要做,1
总的来说，获益匪浅，从一个说句结构没有任何接触的小白，到大概了解全部的框架以致对下学期的数据结构课程比较有信心，我从课里边收获到很多,1
我不要头发了，我要当cs科学家,1
感觉课程很好,1
老师讲的太好了,1
内容言简意赅，测试难易分布合理,1
课程内容非常充实，理论性很强。,1
整体框架很好，老师说明也很好。但是动态规划那块我还是听不太懂，如果老师能讲的更细致一点可能会更好一点！,1
双击屏幕6666，不解释。,1
很棒超级棒,1
老师讲的很好，更新很及时，测验题也很好，是一门有些的课程,1
内容翔实，操作有趣，过程中还有好多的好用应用的安装，宝藏课程。,1
有点难，要更努力才能跟上,1
该课程对本人提升office技能收益颇多，真心推荐,1
老师回答问题及时、认真、负责,1
课程讲的很清楚，也有深度,1
主观不好评分哎，互评不了。,0
讲的蛮好的,1
课程内容框架清晰，易学易懂，老师讲课清晰明了，很容易听懂，学起来很轻松。,1
深入浅出，清晰明了。,1
nice很好,1
非常的好，受益匪浅,1
侧重于理论讲解,1
非常好的数据结构课程，一步一步很清楚,1
陈越姥姥讲得非常清楚何钦铭老师讲得也非常帮一步一步跟着老师走一定会收获不少！,1
thisisverygood,1
老师讲的太好了，这么难的专业课我也听懂理解了,1
章节逻辑强，内容设计合理，引人入胜。,1
课程不错，讲的很细。,1
讲的太棒啦,1
课程新颖，推荐,1
内容很不错,1
讲课清楚，逻辑性强,1
非常实用的课程,1
老师真的太棒了，回答问题非常认真，上课内容真正意义上的深入浅出，令人受益匪浅。,1
真心喜欢老师的课，讲的真的好,1
很棒，老师讲的通俗易懂，各种知识点总结很详细，会给我们留时间让我们实际操作，让我们更快掌握，收货很大,1
很棒很棒很棒,1
老师讲的特别详细，讲解的非常认真！！,1
老师讲解细致，通俗易懂。之前自己看书，有好多都不明白的。对于计算机等级考试网络工程师四级考试《操作系统原理》学习帮助很大。,1
老师，您的声音有点小,0
学习了很多知识，收获很大,1
收获很大，虽然我不是计算机专业的学生，但是从这门课开始爱上计算机了，感受到了计算机的美丽,1
